Carpeta principal ,Subcarpeta ,Nombre de imagen ,R_promedio ,G_promedio ,B_promedio ,Color_secundario_R ,Color_secundario_G ,Color_secundario_B ,Circularidad ,Relación de aspecto ,Brillo promedio ,Rugosidad LBP
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_111524.png ,115.39399809679173 ,77.30464926590538 ,50.13106647634584 ,130.01864569345463 ,91.94452330711437 ,58.63583349319172 ,0.22548394570940772 ,1.169291338582677 ,85.62110861881457 ,3.270556204454869
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_104756.png ,106.58210191200014 ,68.93711930218436 ,39.172760898768885 ,125.60667200201813 ,85.94381028600726 ,46.68543869255529 ,0.2620251843933642 ,0.7796610169491526 ,76.8271654919858 ,3.6535026351618742
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_104609.png ,126.51049855539878 ,77.9112074178593 ,50.99958005778405 ,153.23825277850827 ,111.22615662963045 ,70.71005427758297 ,0.21474622208578933 ,0.8498293515358362 ,89.39178928979372 ,3.4698489459890163
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_104540.png ,120.33171228835529 ,81.93552770377786 ,49.68343137079616 ,146.39695381186857 ,111.37383910514762 ,66.1767036777009 ,0.2315299384215681 ,0.793918918918919 ,89.75587777797644 ,2.7607752102048115
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_111407.png ,119.4468688827829 ,80.91787439613526 ,42.594454321785825 ,102.80676208048493 ,58.83029970577682 ,33.33979953124357 ,0.2308561260320879 ,1.3013100436681222 ,88.09112296392077 ,2.4031295288365655
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_103702.png ,85.65009709477211 ,51.072592620797316 ,30.380630544873014 ,112.25166272373959 ,70.08431906441223 ,41.22349685309564 ,0.1462660641141456 ,1.1620553359683794 ,59.05917069641701 ,3.439603315108772
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_104847.png ,114.8163583214739 ,76.24456709873456 ,38.8489557290665 ,137.65976405623144 ,97.51798862114967 ,46.77434738955832 ,0.23215648599414548 ,1.339366515837104 ,83.5445209431132 ,3.5358946582421096
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_103545.png ,108.27441693147071 ,70.24049703219617 ,39.1628095209545 ,136.40139325842173 ,97.92480898877287 ,56.87343820224237 ,0.2527450471555732 ,1.0275862068965518 ,78.09176209604892 ,3.6298938838382666
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_105002.png ,88.91359373424316 ,51.9697300749605 ,30.79661501226932 ,114.3815842058891 ,69.5711373990839 ,38.69622731995765 ,0.25117773664312065 ,1.121212121212121 ,60.61479377458066 ,3.6673712342558087
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_111451.png ,97.49994529796977 ,60.024959754934905 ,31.794648578528673 ,87.79249115942605 ,50.455157625463755 ,28.759799864572468 ,0.2042839405836912 ,1.0575539568345325 ,68.04219870903209 ,3.702185714104506
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_104221.png ,95.81335335672802 ,62.87556890448534 ,34.7392463643747 ,116.19464435146708 ,79.35377405857001 ,41.91651882845217 ,0.22331053284218078 ,1.0802919708029197 ,69.5312533521308 ,3.4299163883703843
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_111517.png ,116.49358765940536 ,80.05758462483291 ,45.18557855568802 ,110.92063363119149 ,70.6790008123509 ,39.3183996750634 ,0.2319907468692462 ,1.2542372881355932 ,87.01580506484592 ,3.6339240304889744
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_103731.png ,116.09491211534964 ,76.54987846619376 ,42.393538039254594 ,140.09707003908952 ,100.51962156683845 ,57.91871409953427 ,0.14796809003657788 ,1.0575539568345325 ,84.51627891595152 ,3.5928310048373087
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_111502.png ,90.83097747963583 ,55.728523512903 ,31.469077281128072 ,79.31972871016899 ,46.20061802713037 ,26.25395296572639 ,0.19910155894556872 ,1.2113821138211383 ,63.46640769388733 ,3.404194628643332
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_104641.png ,127.39610260184291 ,81.07931251245726 ,45.018091777440475 ,141.78667827601654 ,100.7221124543721 ,51.22698503064582 ,0.2423717763751939 ,0.9830508474576272 ,90.86886527758612 ,3.535843921936632
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_103614.png ,121.75453671342012 ,79.62955388348773 ,44.89095099281146 ,142.43825195353315 ,101.80344813328162 ,58.9663042130005 ,0.26446125184681124 ,1.013840830449827 ,88.29656140779292 ,2.9959416954164406
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_105115.png ,92.24186046511628 ,58.65058139534884 ,35.83354474982382 ,118.33499028424805 ,79.31799900582371 ,44.79199240815127 ,0.21854328009376628 ,1.2365145228215768 ,66.10126849894291 ,3.5166472122189143
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_103744.png ,114.99615263819095 ,73.78614949748744 ,39.196466708542715 ,108.03027480204585 ,62.26609580451691 ,32.3814266776511 ,0.20291522645957322 ,1.084870848708487 ,82.2037688442211 ,3.5973483807585205
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_104907.png ,112.1479238601151 ,70.99364320495795 ,34.970146082337315 ,133.02101359703167 ,90.15602695482029 ,41.00418676980392 ,0.18880946751858946 ,1.2333333333333334 ,79.21290836653387 ,3.51662518557385
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_104856.png ,103.57670586056847 ,65.02681233219147 ,31.565169891676696 ,127.90315038637755 ,84.52332078461276 ,36.910957004166356 ,0.18748206283536262 ,1.2683982683982684 ,72.75293028423295 ,3.5127808139851937
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_103851.png ,127.17651462586277 ,79.57280064273455 ,52.67985611510792 ,162.35002424830458 ,117.35305528613239 ,76.226721629499 ,0.2072692073747225 ,1.2113821138211383 ,90.77370996603732 ,2.9245125752679364
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_103825.png ,118.86073201487653 ,73.85169755303357 ,48.20278057111845 ,157.21121019108602 ,118.97656050955173 ,77.2277070063642 ,0.23466548666413345 ,1.138996138996139 ,84.40658270682692 ,3.6823675672249427
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_111534.png ,117.63733942475376 ,80.8207452165156 ,44.966177879301455 ,106.30403488130838 ,66.61935082012675 ,38.915911135720435 ,0.5100851439257706 ,0.9742489270386266 ,87.75680986417115 ,3.5589443390531703
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_105127.png ,146.96607590238472 ,105.84661779716062 ,67.83186415514521 ,134.98503192635482 ,94.05402603864547 ,63.778256903557704 ,0.20752320849186787 ,1.2172131147540983 ,113.83425814234018 ,3.6179792229860146
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_105152.png ,134.7608871456876 ,92.21363875298209 ,49.881201730621484 ,166.03498995067315 ,119.14726840855256 ,55.72930750959477 ,0.2711883360868293 ,0.7628865979381443 ,100.1353968703247 ,3.59679900766462
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_103531.png ,121.2794126681821 ,84.70280149904774 ,49.03554094734902 ,118.54211655214874 ,75.18544370523662 ,40.429890573310104 ,0.2635296689870617 ,1.049645390070922 ,91.60057135835842 ,3.7346173329943175
Imagenes procesadas 300 x 300 ,43 ,IMG_20240914_103754.png ,106.09039255306288 ,66.71903010206725 ,36.466279812790354 ,131.4910298681071 ,89.83053723816386 ,50.68182699766652 ,0.1549799144410381 ,1.1589147286821706 ,75.06849386042174 ,3.5759912560987868
Imagenes procesadas 300 x 300 ,4 ,3a212a36-df04-4599-bc02-955507cdc6ee.png ,68.88978772580744 ,56.60397786022748 ,45.07201508424062 ,90.19120335519662 ,76.95322077643166 ,62.732336810411226 ,0.24986595086080307 ,2.099290780141844 ,58.992609938568215 ,2.9545798037188087
Imagenes procesadas 300 x 300 ,4 ,6d7eb59d-a8ac-4869-be06-ae0d5b33abe2.png ,66.35557562818197 ,62.75835112497947 ,59.73989160781738 ,86.63538507065643 ,83.45686912776212 ,79.96730043648068 ,0.15602531519100954 ,1.0703703703703704 ,63.49668254228938 ,3.3830293612507205
Imagenes procesadas 300 x 300 ,4 ,26479503-a35a-413f-b548-77f078938fd0.png ,77.6954212029959 ,60.42991274805034 ,46.95739325148637 ,108.11194760220654 ,94.31882857788348 ,82.39140254461331 ,0.16248416710872343 ,1.0174825174825175 ,64.05486834993437 ,3.190459175474999
Imagenes procesadas 300 x 300 ,4 ,837eef7a-8e8f-4cc1-9ae6-d3c9c9586a9b.png ,66.35557562818197 ,62.75835112497947 ,59.73989160781738 ,86.63538507065643 ,83.45686912776212 ,79.96730043648068 ,0.15602531519100954 ,1.0703703703703704 ,63.49668254228938 ,3.3830293612507205
Imagenes procesadas 300 x 300 ,4 ,25c86667-0926-4fd1-8e7e-20919d627e54.png ,75.99279548584288 ,61.89582843515937 ,50.347160178685385 ,96.68331536711806 ,82.67980197229932 ,69.84632890165658 ,0.18408101892958095 ,1.0898876404494382 ,64.78604776139456 ,3.782319637409866
Imagenes procesadas 300 x 300 ,4 ,a0c94e7e-f30f-4a8e-bdab-c637be4ecdda.png ,61.66951814075913 ,57.652319564502136 ,49.55328567582927 ,55.12869919768642 ,52.21787452321575 ,44.71623043535398 ,0.20031288407832204 ,0.4713804713804714 ,57.92501420751952 ,2.9434425395077373
Imagenes procesadas 300 x 300 ,4 ,b91c9b5e-0281-4d61-9abb-6dbdc63446f1.png ,73.80392438933164 ,64.10202261414966 ,51.21112293926403 ,101.12402444757765 ,90.75148095909316 ,76.6707099200713 ,0.31726112533075146 ,1.9281045751633987 ,65.5439767528843 ,3.258574871512145
Imagenes procesadas 300 x 300 ,4 ,5eda159a-caab-4736-a30f-ab46241e822b.png ,63.37666554157224 ,51.922995322821734 ,43.53597891251587 ,88.90301497949318 ,75.11143974810348 ,64.93149508635797 ,0.15554291015994107 ,1.0698529411764706 ,54.39974605011492 ,3.8588636433692876
Imagenes procesadas 300 x 300 ,4 ,9b695564-7436-40d6-8165-0fa612d30563.png ,73.16807539104245 ,59.279364616729815 ,44.69829010006801 ,100.138156550177 ,85.55661148579875 ,67.49335785816696 ,0.22634160320064997 ,0.6114864864864865 ,61.7673661711843 ,3.180707349789004
Imagenes procesadas 300 x 300 ,4 ,5ab081a3-a02b-4dfd-9c13-e2f97e82f3e8.png ,49.002623411173516 ,51.22476352349985 ,53.86627992905705 ,68.09565737267638 ,72.53318115115285 ,77.97934670362146 ,0.1251468739555922 ,1.2100840336134453 ,50.86094073307715 ,3.5834489656781017
Imagenes procesadas 300 x 300 ,4 ,ab2a79da-3f87-4ed3-a9f7-c7e12a1e23e4.png ,77.30127979653129 ,64.04350767066208 ,50.560323601829054 ,54.58572085185187 ,40.76168224299241 ,30.296843879272345 ,0.3241785455057263 ,1.9225806451612903 ,66.46903325306421 ,2.88409853061229
Imagenes procesadas 300 x 300 ,4 ,c83109c6-b45e-4ec7-891c-90c80eb18d08.png ,90.25205395803265 ,75.18457866104141 ,57.781447762851116 ,115.38474481211202 ,100.94886894746365 ,82.32763133295562 ,0.29131055547222423 ,1.9038461538461537 ,77.72290995892084 ,2.98521190982574
Imagenes procesadas 300 x 300 ,4 ,34e7c9bb-964e-4bce-9f52-e64ec3260acf.png ,63.07862576960994 ,53.273153401164414 ,44.41316195755287 ,82.46980564553144 ,74.96378991207996 ,69.78574733919675 ,0.1383087256391896 ,0.9863481228668942 ,55.219062145421404 ,3.235605172791665
Imagenes procesadas 300 x 300 ,4 ,7c5e6b28-1865-4525-99b0-30ab01b7188f.png ,68.17662856881266 ,56.41038865914883 ,45.92960798376391 ,93.41431347418907 ,78.63463844213135 ,63.28349940051672 ,0.15980163544325457 ,1.0 ,58.75156028260571 ,3.8347733225699123
Imagenes procesadas 300 x 300 ,4 ,ced3662a-ea2f-4ab3-8c6a-3db06147ef22.png ,63.40936933306468 ,58.96743904896232 ,55.82043119081201 ,90.553482929515 ,84.86467511012849 ,79.74304790748704 ,0.15038976965171835 ,0.7152542372881356 ,59.93556316743905 ,3.15829058032266
Imagenes procesadas 300 x 300 ,4 ,9084640d-8eda-4ce5-9aea-1520e928df9f.png ,71.61966504592112 ,56.745182784080676 ,43.01629749684855 ,90.28487370838232 ,75.1415040183685 ,59.28831802525617 ,0.19942065556638644 ,0.5085470085470085 ,59.61183144246353 ,2.9573907106364423
Imagenes procesadas 300 x 300 ,4 ,3797762f-365f-477c-a9f4-effbe13bf775.png ,68.93065830721004 ,58.787811912225706 ,45.066532915360504 ,87.9563267033426 ,76.7066440964884 ,60.91603893355626 ,0.30912403057238047 ,1.6896551724137931 ,60.25966144200627 ,2.9247961574354417
Imagenes procesadas 300 x 300 ,4 ,4a9d2b42-2ab4-47fa-ba77-f36422158315.png ,71.69164558282688 ,58.89840632254362 ,45.563655807402384 ,93.92893307558029 ,80.46377612077197 ,64.76479793795318 ,0.23433751133550432 ,0.5521885521885522 ,61.21422050653381 ,2.998699143821867
Imagenes procesadas 300 x 300 ,4 ,59832c86-ca10-4d8e-aa00-08fb72ca2353.png ,76.26592710977405 ,63.87302184199806 ,49.234715301933505 ,95.64741117583978 ,81.53721178304437 ,64.57594157709387 ,0.30169420814942194 ,2.2595419847328246 ,65.90818213155339 ,2.858116341305634
Imagenes procesadas 300 x 300 ,4 ,4cc29c83-9867-4ea7-911f-ddc0a584aeae.png ,83.13597287228961 ,65.48825102684116 ,45.82073263922056 ,99.14878653369294 ,80.73943621375801 ,59.535712226894766 ,0.22026631377722544 ,0.6006711409395973 ,68.51745629955106 ,3.3486163159665594
Imagenes procesadas 300 x 300 ,4 ,267526c1-37db-40e7-b2ea-2c1a59b61927.png ,66.27242825297354 ,54.340660025877256 ,43.77923272381487 ,36.283016024519995 ,28.179132968293892 ,23.507057818859376 ,0.18333907786707784 ,0.9831649831649831 ,56.71304307159893 ,4.0460739662697
Imagenes procesadas 300 x 300 ,4 ,222fd5ad-73b0-4c3d-9ebd-bf0e01cb402b.png ,74.52433633386015 ,62.40504821457203 ,47.04674866579629 ,91.87413814717526 ,77.98351510593254 ,60.90748401654373 ,0.22257011003364566 ,0.61 ,64.29528848576467 ,3.009264166981501
Imagenes procesadas 300 x 300 ,4 ,e9eabb00-e7bb-403a-a556-66b3723cefc5.png ,63.51639708214399 ,51.96339993656835 ,41.50065017443704 ,34.40795554864226 ,26.711845043366896 ,22.234356337947318 ,0.19529829584595693 ,0.9057239057239057 ,54.22732318426895 ,3.3218843353801697
Imagenes procesadas 300 x 300 ,4 ,a2885509-5642-4ee8-959b-1152dc526114.png ,77.20531435015506 ,65.21548726623438 ,49.73510478338502 ,96.7313666809132 ,82.96415847228668 ,66.1252672082122 ,0.2107622909263009 ,0.6033333333333334 ,67.05570435109482 ,2.986697489799253
Imagenes procesadas 300 x 300 ,4 ,eb619eb3-47df-4e63-a8f8-31b1ede787f3.png ,65.7583397344453 ,55.74426643256886 ,44.660073521343136 ,91.75048289966767 ,81.87671855471214 ,67.35984547210529 ,0.2047874697254402 ,1.798780487804878 ,57.49978053330407 ,3.108258218271451
Imagenes procesadas 300 x 300 ,4 ,9a32aba2-3403-4315-9989-eec9ee530d8e.png ,73.3518246793203 ,59.132058503336964 ,44.30030292990013 ,96.27837350947752 ,81.58111006262162 ,63.58599982842324 ,0.19353974478349717 ,0.6241610738255033 ,61.69508212240261 ,3.095548553338395
Imagenes procesadas 300 x 300 ,4 ,acb2de16-e0c4-4955-b002-a0b94c25548c.png ,72.90131418506978 ,61.26500474190489 ,49.04346294540035 ,92.27006902970983 ,80.42751880865788 ,66.00884200728736 ,0.2911887465330718 ,1.849056603773585 ,63.38412139276521 ,3.050266534090044
Imagenes procesadas 300 x 300 ,4 ,cf13c885-7d2a-457f-8ce7-779a6e73da7f.png ,80.51673306772908 ,70.66913882929819 ,56.075543977934416 ,106.03144711582469 ,91.98784166742418 ,73.7645122954593 ,0.3800793601087033 ,2.1594202898550723 ,71.94180202267852 ,2.807027126461643
Imagenes procesadas 300 x 300 ,4 ,05984959-f669-4540-8b4b-01e6e0aa3c57.png ,69.07566424565597 ,62.19052434801262 ,53.313474916490456 ,87.92260193761102 ,80.58202917066086 ,71.53475992760366 ,0.253318106517043 ,0.48135593220338985 ,63.2572400478073 ,3.1020628811597173
Imagenes procesadas 300 x 300 ,4 ,4589ed30-345d-40b9-a625-fa23113f36b1.png ,66.08586648909605 ,58.704411519893455 ,50.8655235558515 ,81.79171210468768 ,74.7223555070869 ,65.51733914939818 ,0.21678316934455882 ,2.227272727272727 ,60.04817712668553 ,3.1594925569671988
Imagenes procesadas 300 x 300 ,4 ,8298ef71-37d0-42df-afe5-fd48de9d53d2.png ,75.20521730243492 ,63.81154347326196 ,49.12795421446639 ,96.15984531099163 ,82.18253303254261 ,65.22758620689984 ,0.25655301490991805 ,0.5466666666666666 ,65.55619714351414 ,3.033264609444467
Imagenes procesadas 300 x 300 ,4 ,c7012209-ac42-4f7d-9315-4f402b8c6439.png ,62.96735574243269 ,59.37491214889853 ,56.63214017400577 ,87.46334201712042 ,83.61257908447737 ,79.3155935988115 ,0.1287287854491327 ,1.6424581005586592 ,60.13515740493905 ,2.974724413240428
Imagenes procesadas 300 x 300 ,4 ,097efd47-eb46-4260-be1b-7791853f0eae.png ,69.8696019089745 ,57.84955185659411 ,42.85863112559655 ,84.86167327352163 ,69.87502607969896 ,51.70825509423732 ,0.15550661414140213 ,0.4899328859060403 ,59.75366662786637 ,2.9691612683334134
Imagenes procesadas 300 x 300 ,4 ,92457cda-ddbc-4cd1-b487-3f22a96679c8.png ,68.50880265174021 ,55.446292879702305 ,41.8352981644204 ,97.87405213269909 ,80.70296208530975 ,62.48815165876315 ,0.16991169660110034 ,0.4666666666666667 ,57.804527971481285 ,3.068615039884956
Imagenes procesadas 300 x 300 ,4 ,e2e3dde8-5c2c-499a-94fa-77ce0ed810cc.png ,72.67696263892174 ,57.228334121541735 ,44.23244265783873 ,103.11691678035578 ,88.83765347885088 ,74.04884038198954 ,0.21998485245326954 ,1.5153061224489797 ,60.36444786001419 ,3.1217493498011106
Imagenes procesadas 300 x 300 ,4 ,1be863e0-aa7e-4153-8776-8dd1233cfa00.png ,80.53225538971807 ,66.61177446102819 ,51.18753454947485 ,100.49790610535274 ,86.53037983983718 ,69.37939901549993 ,0.3563737801321545 ,1.9733333333333334 ,69.01467661691542 ,2.903867307804511
Imagenes procesadas 300 x 300 ,4 ,c4091a67-39b6-4f36-8549-98b9e88605e8.png ,64.55935625901465 ,57.59394215440674 ,51.58270705230395 ,89.00636661391043 ,79.73271261913013 ,71.06274610827718 ,0.1511173149596448 ,0.9731543624161074 ,59.00116905792151 ,3.8193365130574346
